_id,id,__v,action_cause,behavior_type,company_type,craft_code,createdAt,day_of_year,gbu,incident_date,incident_number,is_lcv,job,lastUpdated,location,month,near_miss_sub_category,primary_category,region,severity_level,unsafe_condition_or_behavior,violation_probability_level,violation_risk_severity_level,violation_severity_level,week,year
{'$oid': '694236a4f477915388b8d4be'},136263178,0,,,B,Operators,1765947209276,240,Energy,1756374710000,136263178,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4bf'},136263734,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,B,Ironworkers-Structural,1765947209276,240,Energy,1756373330000,136263734,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4c0'},136263781,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Ironworkers-Rebar,1765947209276,240,Energy,1756369129000,136263781,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4c1'},136263111,0,Repetitive Motion/Body Position/Ergonomic Hazards,,B,Welder,1765947209276,240,Energy,1756364330000,136263111,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4c2'},136262895,0,,,B,Operators,1765947209276,240,Energy,1756360430000,136262895,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4c3'},136262886,0,,,B,Operators,1765947209276,240,Energy,1756354129000,136262886,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4c4'},136263219,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,B,Ironworkers-Structural,1765947209276,240,Energy,1756347229000,136263219,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4c5'},136262857,0,Line Of Fire,,B,Operators,1765947209276,240,Energy,1756346930000,136262857,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4c6'},136262341,0,"Contact With (chemicals, hazardous substance, insect, animals, heat, cold)",,B,Operators,1765947209276,240,Energy,1756346930000,136262341,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4c7'},136262265,0,Unknown,,B,Ironworkers-Rebar,1765947209276,240,Energy,1756344050000,136262265,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4c8'},136262228,0,,,B,Warehouse,1765947209276,239,Energy,1756327730000,136262228,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4c9'},136262210,0,,,B,Teamsters/Truck Driver,1765947209276,239,Energy,1756288249000,136262210,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4ca'},136262203,0,,,B,Ironworkers-Structural,1765947209276,239,Energy,1756287530000,136262203,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4cb'},136262194,0,Unknown,,B,Pipefitters,1765947209276,239,Energy,1756285730000,136262194,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4cc'},136262180,0,Other,,B,Ironworkers-Structural,1765947209276,239,Energy,1756283929000,136262180,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4cd'},136262147,0,Caught In/ Between,,B,Rigger,1765947209276,239,Energy,1756274930000,136262147,False,Project I,1765947209276,,8,,,,0,,0,0,0,35,2025
{'$oid': '694236a4f477915388b8d4ce'},136261141,0,,,B,Teamsters/Truck Driver,1765947209276,238,Energy,1756237430000,136261141,False,Project I,1765947209276,,8,,,,0,,0,0,0,34,2025
{'$oid': '694236a4f477915388b8d4cf'},136261127,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Rigger,1765947209276,238,Energy,1756206530000,136261127,False,Project I,1765947209276,,8,,,,0,,0,0,0,34,2025
{'$oid': '694236a4f477915388b8d4d0'},136260790,0,,,B,Welder,1765947209276,238,Energy,1756199149000,136260790,False,Project I,1765947209276,,8,,,,0,,0,0,0,34,2025
{'$oid': '694236a4f477915388b8d4d1'},136260634,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Pipefitters,1765947209276,238,Energy,1756194829000,136260634,False,Project I,1765947209276,,8,,,,0,,0,0,0,34,2025
{'$oid': '694236a4f477915388b8d4d2'},136260616,0,Line Of Fire,,B,Pipefitters,1765947209276,238,Energy,1756187330000,136260616,False,Project I,1765947209276,,8,,,,0,,0,0,0,34,2025
{'$oid': '694236a4f477915388b8d4d3'},136260427,0,"Vehicular Accident (driver, passenger, pedestrian)",,B,Operators,1765947209276,238,Energy,1756183130000,136260427,False,Project I,1765947209276,,8,,,,0,,0,0,0,34,2025
{'$oid': '694236a4f477915388b8d4d4'},136260388,0,Explosion/ Fire,,B,Other,1765947209276,238,Energy,1756171609000,136260388,False,Project I,1765947209276,,8,,,,0,,0,0,0,34,2025
{'$oid': '694236a4f477915388b8d4d5'},136260031,0,"Contact With (chemicals, hazardous substance, insect, animals, heat, cold)",,B,Pipefitters,1765947209276,237,Energy,1756148929000,136260031,False,Project I,1765947209276,,8,,,,0,,0,0,0,34,2025
{'$oid': '694236a4f477915388b8d4d6'},136260017,0,,,B,Operators,1765947209276,237,Energy,1756130449000,136260017,False,Project I,1765947209276,,8,,,,0,,0,0,0,34,2025
{'$oid': '694236a4f477915388b8d4d7'},136260001,0,,,B,Warehouse,1765947209276,237,Energy,1756129130000,136260001,False,Project I,1765947209276,,8,,,,0,,0,0,0,34,2025
{'$oid': '694236a4f477915388b8d4d8'},136260071,0,Fall From Same Level (of Personnel),,B,Scaffold Builder,1765947209276,237,Energy,1756121330000,136260071,False,Project I,1765947209276,,8,,,,0,,0,0,0,34,2025
{'$oid': '694236a4f477915388b8d4d9'},136259261,0,Repetitive Motion/Body Position/Ergonomic Hazards,,B,Pipefitters,1765947209276,237,Energy,1756098530000,136259261,False,Project I,1765947209276,,8,,,,0,,0,0,0,34,2025
{'$oid': '694236a4f477915388b8d4da'},136258853,0,,,B,Non-Manual,1765947209276,237,Energy,1756087730000,136258853,False,Project I,1765947209276,,8,,,,0,,0,0,0,34,2025
{'$oid': '694236a4f477915388b8d4db'},136258913,0,"Contact With (chemicals, hazardous substance, insect, animals, heat, cold)",Safe,B,Rigger,1765947209276,236,Energy,1756001929000,136258913,False,Project I,1765947209276,,8,,,,1,Behavior,0,1,0,34,2025
{'$oid': '694236a4f477915388b8d4dc'},136258826,0,Other,Safe,B,Ironworkers-Structural,1765947209276,236,Energy,1755999530000,136258826,False,Project I,1765947209276,,8,,,,1,Unsafe Condition,0,1,0,34,2025
{'$oid': '694236a4f477915388b8d4dd'},136258779,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Pipefitters,1765947209276,235,Energy,1755928729000,136258779,False,Project I,1765947209276,,8,,,,2,Behavior,0,2,0,34,2025
{'$oid': '694236a4f477915388b8d4de'},136258747,0,Line Of Fire,At-Risk,B,Scaffold Builder,1765947209276,235,Energy,1755926329000,136258747,True,Project I,1765947209276,,8,,Work at Height,,3,Behavior,0,3,0,34,2025
{'$oid': '694236a4f477915388b8d4df'},136258705,0,Slip/Trip,At-Risk,B,Carpenter,1765947209276,234,Energy,1755856129000,136258705,True,Project I,1765947209276,,8,,Work at Height,,3,Unsafe Condition,0,3,0,34,2025
{'$oid': '694236a4f477915388b8d4e0'},136258654,0,,Safe,B,Operators,1765947209276,234,Energy,1755851929000,136258654,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,34,2025
{'$oid': '694236a4f477915388b8d4e2'},136257425,0,"Vehicular Accident (driver, passenger, pedestrian)",At-Risk,B,Operators,1765947209276,234,Energy,1755833930000,136257425,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,34,2025
{'$oid': '694236a4f477915388b8d4e4'},136257097,0,,Safe,B,Operators,1765947209276,233,Energy,1755806029000,136257097,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,34,2025
{'$oid': '694236a4f477915388b8d4e1'},136257540,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Warehouse,1765947209276,234,Energy,1755842930000,136257540,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,34,2025
{'$oid': '694236a4f477915388b8d4e5'},136256821,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,N,Operators,1765947209276,233,Energy,1755751850000,136256821,True,Project I,1765947209276,,8,,Lifting Operations,,3,Behavior,0,3,0,34,2025
{'$oid': '694236a4f477915388b8d4e7'},136256173,0,Dropped Object(s),At-Risk,B,Operators,1765947209276,233,Energy,1755745429000,136256173,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,34,2025
{'$oid': '694236a4f477915388b8d4e3'},136257413,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Pipefitters,1765947209276,234,Energy,1755828530000,136257413,True,Project I,1765947209276,,8,,Work at Height,,3,Behavior,0,3,0,34,2025
{'$oid': '694236a4f477915388b8d4e6'},136256707,0,Dropped Object(s),At-Risk,N,Teamsters/Truck Driver,1765947209276,233,Energy,1755747709000,136256707,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,34,2025
{'$oid': '694236a4f477915388b8d4e8'},136256087,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",Safe,B,Scaffold Builder,1765947209276,232,Energy,1755722930000,136256087,False,Project I,1765947209276,,8,,,,1,Behavior,0,1,0,34,2025
{'$oid': '694236a4f477915388b8d4e9'},136256082,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Scaffold Builder,1765947209276,232,Energy,1755685430000,136256082,False,Project I,1765947209276,,8,,,,2,Behavior,0,2,0,34,2025
{'$oid': '694236a4f477915388b8d4ea'},136255419,0,Dropped Object(s),At-Risk,B,Operators,1765947209276,232,Energy,1755679129000,136255419,True,Project I,1765947209276,,8,,Lifting Operations,,3,Behavior,0,3,0,34,2025
{'$oid': '694236a4f477915388b8d4eb'},136255490,0,Line Of Fire,At-Risk,B,Pipefitters,1765947209276,232,Energy,1755675530000,136255490,False,Project I,1765947209276,,8,,,,2,Unsafe Condition,0,2,0,34,2025
{'$oid': '694236a4f477915388b8d4ec'},136255208,0,,Safe,B,Non-Manual,1765947209276,232,Energy,1755663230000,136255208,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,34,2025
{'$oid': '694236a4f477915388b8d4ed'},136255219,0,"Grinding, Sanding, Scraping, Cleaning, Blowing",At-Risk,B,Pipefitters,1765947209276,232,Energy,1755662030000,136255219,False,Project I,1765947209276,,8,,,,2,Behavior,0,2,0,34,2025
{'$oid': '694236a4f477915388b8d4ee'},136254979,0,,Safe,B,Ironworkers-Structural,1765947209276,231,Energy,1755596330000,136254979,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d4ef'},136254975,0,,Safe,B,Ironworkers-Structural,1765947209276,231,Energy,1755596330000,136254975,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d4f0'},136254970,0,Caught In/ Between,At-Risk,B,Carpenter,1765947209276,231,Energy,1755591830000,136254970,False,Project I,1765947209276,,8,,,,2,Behavior,0,2,0,33,2025
{'$oid': '694236a4f477915388b8d4f1'},136255246,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Other,1765947209276,231,Energy,1755589130000,136255246,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d4f2'},136254983,0,,Safe,B,Mechanic,1765947209276,231,Energy,1755588710000,136254983,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d4f3'},136254917,0,Other,Safe,B,Painters,1765947209276,231,Energy,1755574730000,136254917,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d4f4'},136254955,0,Fall From Same Level (of Personnel),At-Risk,B,Insulators,1765947209276,231,Energy,1755563930000,136254955,False,Project I,1765947209276,,8,,,,2,Unsafe Condition,0,2,0,33,2025
{'$oid': '694236a4f477915388b8d4f5'},136254965,0,Line Of Fire,At-Risk,B,Operators,1765947209276,230,Energy,1755561529000,136254965,False,Project I,1765947209276,,8,,,,2,Unsafe Condition,0,2,0,33,2025
{'$oid': '694236a4f477915388b8d4f6'},136253257,0,Caught In/ Between,Safe,B,Ironworkers-Structural,1765947209276,230,Energy,1755531534000,136253257,False,Project I,1765947209276,,8,,,,1,Unsafe Condition,0,1,0,33,2025
{'$oid': '694236a4f477915388b8d4f7'},136253247,0,Caught In/ Between,Safe,B,Ironworkers-Structural,1765947209276,230,Energy,1755512682000,136253247,False,Project I,1765947209276,,8,,,,1,Unsafe Condition,0,1,0,33,2025
{'$oid': '694236a4f477915388b8d4f8'},136253326,0,,Safe,B,Ironworkers-Structural,1765947209276,230,Energy,1755511451000,136253326,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d4f9'},136253322,0,,Safe,B,Other,1765947209276,230,Energy,1755509840000,136253322,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d4fa'},136253278,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Ironworkers-Structural,1765947209276,230,Energy,1755501554000,136253278,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d4fb'},136253286,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,N,Radiation Tech,1765947209276,230,Energy,1755495564000,136253286,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d4fc'},136253262,0,Dropped Object(s),At-Risk,B,Rigger,1765947209276,230,Energy,1755484760000,136253262,True,Project I,1765947209276,,8,,Lifting Operations,,3,Behavior,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d4fd'},136253243,0,,Safe,B,Other,1765947209276,230,Energy,1755482936000,136253243,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d4fe'},136253239,0,"Vehicular Accident (driver, passenger, pedestrian)",At-Risk,B,Operators,1765947209276,228,Energy,1755371930000,136253239,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d4ff'},136252441,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Welder,1765947209276,228,Energy,1755367730000,136252441,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d500'},136252408,0,Caught In/ Between,At-Risk,B,Operators,1765947209276,228,Energy,1755335330000,136252408,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d501'},136253235,0,Repetitive Motion/Body Position/Ergonomic Hazards,At-Risk,B,Scaffold Builder,1765947209276,228,Energy,1755322130000,136253235,False,Project I,1765947209276,,8,,,,2,Behavior,0,2,0,33,2025
{'$oid': '694236a4f477915388b8d502'},136253226,0,,Safe,B,Ironworkers-Structural,1765947209276,228,Energy,1755317329000,136253226,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d503'},136252373,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Ironworkers-Structural,1765947209276,228,Energy,1755313129000,136252373,False,Project I,1765947209276,,8,,,,2,Behavior,0,2,0,33,2025
{'$oid': '694236a4f477915388b8d504'},136253215,0,,At-Risk,B,Operators,1765947209276,227,Energy,1755257030000,136253215,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d505'},136252293,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Pipefitters,1765947209276,227,Energy,1755254929000,136252293,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d506'},136252311,0,,Safe,B,Ironworkers-Structural,1765947209276,227,Energy,1755252529000,136252311,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d507'},136252492,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765947209276,227,Energy,1755249829000,136252492,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d508'},136250350,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Electricians-wiremen,1765947209276,227,Energy,1755247129000,136250350,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d509'},136250542,0,Line Of Fire,At-Risk,B,Operators,1765947209276,227,Energy,1755242030000,136250542,False,Project I,1765947209276,,8,,,,2,Behavior,0,2,0,33,2025
{'$oid': '694236a4f477915388b8d50a'},136250454,0,Exposure to Heat/Cold/Environment,At-Risk,B,Ironworkers-Structural,1765947209276,227,Energy,1755237529000,136250454,False,Project I,1765947209276,,8,,,,2,Behavior,0,2,0,33,2025
{'$oid': '694236a4f477915388b8d50b'},136250229,0,"Vehicular Accident (driver, passenger, pedestrian)",At-Risk,N,Operators,1765947209276,227,Energy,1755235730000,136250229,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '694236a4f477915388b8d50c'},136250315,0,,Safe,B,Ironworkers-Structural,1765947209276,227,Energy,1755230330000,136250315,True,Project I,1765947209276,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,33,2025
{'$oid': '6942379ff477915388b8d59d'},136250078,0,"Vehicular Accident (driver, passenger, pedestrian)",At-Risk,B,Electricians-wiremen,1765947295007,227,Energy,1755229130000,136250078,True,Project I,1765947295007,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '6942379ff477915388b8d59e'},136250017,0,Other,Safe,B,Rigger,1765947295007,226,Energy,1755208129000,136250017,True,Project I,1765947295007,,8,,MEPI (Mobile Equipment & Personnel Interface),,2,Unsafe Condition,0,2,0,33,2025
{'$oid': '6942379ff477915388b8d59f'},136250056,0,Caught In/ Between,At-Risk,B,Laborers,1765947295007,226,Energy,1755191330000,136250056,False,Project I,1765947295007,,8,,,,1,Behavior,0,1,0,33,2025
{'$oid': '6942379ff477915388b8d5a0'},136250004,0,,Safe,B,Ironworkers-Structural,1765947295007,226,Energy,1755171470000,136250004,True,Project I,1765947295007,,8,,MEPI (Mobile Equipment & Personnel Interface),,2,Unsafe Condition,0,2,0,33,2025
{'$oid': '6942379ff477915388b8d5a1'},136249996,0,"Contact With (chemicals, hazardous substance, insect, animals, heat, cold)",Safe,B,Electricians-wiremen,1765947295007,226,Energy,1755166129000,136249996,False,Project I,1765947295007,,8,,,,1,Unsafe Condition,0,1,0,33,2025
{'$oid': '6942379ff477915388b8d5a3'},136250042,0,Repetitive Motion/Body Position/Ergonomic Hazards,At-Risk,B,Ironworkers-Structural,1765947295007,226,Energy,1755162349000,136250042,False,Project I,1765947295007,,8,,,,1,Behavior,0,1,0,33,2025
{'$oid': '6942379ff477915388b8d5a4'},136249972,0,,Safe,B,Ironworkers-Structural,1765947295007,226,Energy,1755161630000,136249972,True,Project I,1765947295007,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,33,2025
{'$oid': '6942379ff477915388b8d5a2'},136253203,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Operators,1765947295007,226,Energy,1755164330000,136253203,True,Project I,1765947295007,,8,,Lifting Operations,,3,Behavior,0,3,0,33,2025
{'$oid': '6942379ff477915388b8d5a6'},136249872,0,Slip/Trip,Safe,B,Rigger,1765947295007,226,Energy,1755151129000,136249872,False,Project I,1765947295007,,8,,,,1,Unsafe Condition,0,1,0,33,2025
{'$oid': '6942379ff477915388b8d5a5'},136249948,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Scaffold Builder,1765947295007,226,Energy,1755158569000,136249948,False,Project I,1765947295007,,8,,,,1,Behavior,0,1,0,33,2025
{'$oid': '6942379ff477915388b8d5a7'},136249923,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Laborers,1765947295007,226,Energy,1755139129000,136249923,True,Project I,1765947295007,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '6942379ff477915388b8d5a8'},136248989,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",Safe,B,,1765947295007,226,Energy,1755137330000,136248989,False,Project I,1765947295007,,8,,,,1,Unsafe Condition,0,1,0,33,2025
{'$oid': '6942379ff477915388b8d5a9'},136248928,0,Slip/Trip,Safe,B,Welder,1765947295007,225,Energy,1755116329000,136248928,False,Project I,1765947295007,,8,,,,1,Unsafe Condition,0,1,0,33,2025
{'$oid': '6942379ff477915388b8d5aa'},136248767,0,Other,At-Risk,B,Operators,1765947295007,225,Energy,1755112730000,136248767,True,Project I,1765947295007,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '6942379ff477915388b8d5ab'},136248851,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Scaffold Builder,1765947295007,225,Energy,1755103729000,136248851,True,Project I,1765947295007,,8,,Dropped Objects,,2,Behavior,0,2,0,33,2025
{'$oid': '6942379ff477915388b8d5ac'},136248716,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,N,Operators,1765947295007,225,Energy,1755088730000,136248716,True,Project I,1765947295007,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '6942379ff477915388b8d5ad'},136248478,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",Safe,B,Carpenter,1765947295007,225,Energy,1755078830000,136248478,False,Project I,1765947295007,,8,,,,1,Unsafe Condition,0,1,0,33,2025
{'$oid': '6942379ff477915388b8d5ae'},136248500,0,"Contact With (chemicals, hazardous substance, insect, animals, heat, cold)",Safe,B,Cement masons,1765947295007,225,Energy,1755072110000,136248500,False,Project I,1765947295007,,8,,,,1,Unsafe Condition,0,1,0,33,2025
{'$oid': '6942379ff477915388b8d5af'},136248355,0,Other,At-Risk,B,Ironworkers-Structural,1765947295007,225,Energy,1755066830000,136248355,True,Project I,1765947295007,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,33,2025
{'$oid': '6942379ff477915388b8d5b1'},136248058,0,,Safe,B,Carpenter,1765947295007,225,Energy,1755053509000,136248058,True,Project I,1765947295007,,8,,MEPI (Mobile Equipment & Personnel Interface),,2,Unsafe Condition,0,2,0,33,2025
{'$oid': '6942379ff477915388b8d5b0'},136248024,0,,Safe,B,Painters,1765947295007,225,Energy,1755061730000,136248024,True,Project I,1765947295007,,8,,MEPI (Mobile Equipment & Personnel Interface),,2,Unsafe Condition,0,2,0,33,2025
{'$oid': '6942379ff477915388b8d5b2'},136247825,0,Other,At-Risk,B,,1765947295007,224,Energy,1754995130000,136247825,True,Project I,1765947295007,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,32,2025
{'$oid': '6942379ff477915388b8d5b3'},136247853,0,,Safe,B,Ironworkers-Structural,1765947295007,224,Energy,1754989129000,136247853,True,Project I,1765947295007,,8,,MEPI (Mobile Equipment & Personnel Interface),,2,Unsafe Condition,0,2,0,32,2025
{'$oid': '6942379ff477915388b8d5b4'},136247367,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",Safe,B,Other,1765947295007,224,Energy,1754985530000,136247367,False,Project I,1765947295007,,8,,,,1,Unsafe Condition,0,1,0,32,2025
{'$oid': '6942379ff477915388b8d5b5'},136246956,0,"Contact With (chemicals, hazardous substance, insect, animals, heat, cold)",Safe,B,Pipefitters,1765947295007,224,Energy,1754968670000,136246956,False,Project I,1765947295007,,8,,,,1,Unsafe Condition,0,1,0,32,2025
{'$oid': '6942379ff477915388b8d5b6'},136246829,0,Line Of Fire,At-Risk,B,,1765947295007,223,Energy,1754924449000,136246829,True,Project I,1765947295007,,8,,Energy Isolation,,4,Behavior,0,4,0,32,2025
{'$oid': '6942379ff477915388b8d5b7'},136246637,0,"Contact With (chemicals, hazardous substance, insect, animals, heat, cold)",Safe,B,Rigger,1765947295008,223,Energy,1754897030000,136246637,False,Project I,1765947295008,,8,,,,1,Unsafe Condition,0,1,0,32,2025
{'$oid': '6942379ff477915388b8d5b8'},136245986,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",Safe,B,Ironworkers-Structural,1765947295008,223,Energy,1754890729000,136245986,False,Project I,1765947295008,,8,,,,1,Unsafe Condition,0,1,0,32,2025
{'$oid': '6942379ff477915388b8d5b9'},136247357,0,Repetitive Motion/Body Position/Ergonomic Hazards,At-Risk,B,Scaffold Builder,1765947295008,223,Energy,1754887130000,136247357,False,Project I,1765947295008,,8,,,,1,Behavior,0,1,0,32,2025
{'$oid': '6942379ff477915388b8d5ba'},136245589,0,"Vehicular Accident (driver, passenger, pedestrian)",At-Risk,N,,1765947295008,223,Energy,1754883409000,136245589,True,Project I,1765947295008,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Behavior,0,3,0,32,2025
{'$oid': '6942379ff477915388b8d5bb'},136245469,0,,Safe,B,Ironworkers-Structural,1765947295008,222,Energy,1754815129000,136245469,True,Project I,1765947295008,,8,,MEPI (Mobile Equipment & Personnel Interface),,2,Unsafe Condition,0,2,0,32,2025
{'$oid': '6942379ff477915388b8d5bc'},136244756,0,Fall From Same Level (of Personnel),Safe,B,Surveyors,1765947295008,221,Energy,1754721530000,136244756,False,Project I,1765947295008,,8,,,,1,Unsafe Condition,0,1,0,32,2025
{'$oid': '6942379ff477915388b8d5bd'},136244752,0,Line Of Fire,At-Risk,B,Rigger,1765947295008,221,Energy,1754705330000,136244752,True,Project I,1765947295008,,8,,MEPI (Mobile Equipment & Personnel Interface),,2,Behavior,0,2,0,32,2025
